,neg,pos,neut
insert,1,1,4
inserted,1,0,0
inservice,0,0,1
inset,0,0,1
insha,0,1,0
inshaallah,0,1,1
inshallah,1,2,1
inside,13,28,53
insidejoke,0,1,0
insider,3,4,6
insiders,0,0,1
insidious,1,0,0
insieme,0,1,0
insight,1,3,4
insightful,0,1,0
insigne,0,0,1
insinuate,0,0,2
insist,1,3,13
insofar,0,1,0
insomnia,0,2,0
insomniac,0,0,1
inspect,0,3,0
inspection,0,0,3
inspector,0,1,1
inspira,0,0,1
inspiration,0,16,5
inspirational,0,5,1
inspirationally,0,1,0
inspire,5,26,17
inspired,0,1,1
inspiring,0,6,1
inspite,0,0,1
inssnjsnsnssn,0,1,0
inst,0,0,2
insta,1,1,6
instability,1,0,0
instacart,0,1,0
instagood,0,0,2
instagram,5,17,13
instagramaz,0,1,0
instal,4,2,6
install,1,3,7
installation,1,1,2
installman,0,0,1
installment,0,1,5
instalment,1,0,1
instance,1,2,1
instant,1,2,3
instdampstill,0,0,1
instead,47,40,77
instigate,0,0,2
instinct,0,1,4
instinctive,1,0,0
institute,0,1,2
institution,1,1,2
instore,0,0,2
instruct,1,0,2
instruction,0,1,1
instructive,0,0,1
instructor,0,5,6
instrument,0,1,1
instrumental,0,8,6
insular,0,0,1
insult,16,0,4
insultsomeoneliketysonfury,1,0,0
insurance,1,1,1
insurgency,1,1,5
insurgent,3,2,2
insurmountable,0,0,1
int,2,0,2
intact,3,1,1
intafada,0,0,1
intake,1,0,1
intc,0,1,0
intd,0,0,1
integrate,3,0,1
integration,0,4,0
integrity,0,1,0
intel,1,4,2
inteliquent,0,1,0
intellect,1,0,0
intellectual,0,0,4
intellectualism,1,0,0
intellectually,0,0,1
intelligence,5,0,1
intelligent,0,4,2
intend,3,3,12
intended,0,1,0
intense,0,11,6
intensity,0,0,1
intent,2,1,0
intention,2,1,2
intentional,1,1,2
intentionally,0,0,2
inter,0,8,24
interact,1,2,11
interaction,0,0,3
interactive,1,2,2
intercept,0,0,2
interception,1,0,2
interceptor,0,0,1
interchangeable,0,0,1
intercom,1,0,0
intercontinental,0,1,1
interested,7,66,96
interestedfree,0,1,0
interestedtuve,0,0,1
interesting,8,87,32
interestingfactoftheday,0,1,0
interestinggilfriend,0,1,0
interestingly,0,1,1
interface,3,0,1
interfacespeaks,0,1,0
interfaith,0,1,0
interfere,0,3,5
interference,1,0,4
intergalactic,0,1,0
interim,0,4,4
interior,0,1,3
interlaken,2,12,6
interland,0,1,0
interm,0,0,1
intermarque,0,1,0
intermediary,0,0,2
intermediate,0,0,3
intermission,0,1,0
intermittent,0,0,1
intermsa,0,0,1
intern,0,3,4
internal,1,2,4
internalize,0,1,0
internally,0,1,0
international,15,45,88
internationaldirectionerday,2,0,0
internationalist,0,0,1
internationally,0,1,0
internet,24,25,20
internetradio,0,1,4
internment,2,0,0
internship,0,3,4
interpol,1,0,0
interpret,2,1,9
interpretation,1,1,2
interrest,0,1,0
interrupt,1,2,2
interrupted,0,0,1
interscope,0,0,1
intersection,0,0,1
intersent,0,1,0
intersex,0,0,1
interstate,1,0,0
interupt,1,0,0
intervene,0,0,1
intervention,4,1,4
interview,20,68,110
interviewer,0,0,1
interviewers,1,0,0
interviews,0,0,1
inthecle,0,0,1
intifada,0,1,1
intimate,1,3,4
intimately,0,0,1
intimidate,3,0,3
intimidation,1,0,0
intl,0,1,3
intn,0,0,1
intocable,0,0,1
intolerance,4,0,0
intolerant,1,0,1
intoxicant,1,0,0
intoxicate,0,0,1
intoxicated,0,1,1
intri,0,0,1
intrigue,0,1,1
intrigued,0,1,0
intriguing,0,2,2
intro,1,6,11
introduce,3,13,16
introduction,1,1,4
intros,0,2,0
intrude,0,0,1
intruder,1,1,0
intrusion,0,0,1
intrusive,0,0,1
intuc,0,1,4
intuitive,0,1,0
inundate,0,0,1
inury,1,0,0
inuyasha,0,0,1
invade,9,2,8
invalid,1,0,0
invasion,3,0,4
invasive,0,0,2
invent,4,1,4
invention,0,0,1
inventive,0,1,0
inventor,0,1,1
inventory,0,3,0
inverness,0,3,1
inversion,1,0,0
invest,1,2,4
investigat,1,0,0
investigate,3,0,3
investigation,3,0,3
investigative,1,0,0
investigator,0,0,2
investment,1,2,5
investor,4,5,2
invincible,0,1,1
invisible,2,2,7
invisiblechildren,0,0,1
invit,0,0,1
invitation,1,4,4
invitational,0,3,5
invite,13,42,34
invites,0,2,0
inviting,0,1,0
invito,0,0,1
invoic,0,0,1
invoke,2,1,0
involun,0,0,1
involve,9,12,22
involved,0,3,1
involvement,2,0,4
inward,0,0,3
inwardly,0,0,1
inxs,0,1,0
inzaghi,0,0,1
io,0,0,2
ioc,0,0,3
iof,1,0,0
iom,0,0,1
ion,1,2,2
iona,4,5,1
ionaa,0,1,0
iono,1,0,0
iorpuu,1,0,2
ios,11,53,59
iot,0,5,3
iowa,7,8,31
iowacheer,0,1,0
iowafootball,0,1,0
iowapublictelevision,0,1,0
ip,2,3,10
ipa,0,3,4
ipad,28,89,79
ipadpro,0,1,0
iparty,0,2,1
ipcpr,0,1,0
ipercoop,0,0,1
iphne,0,2,4
ipho,0,2,1
iphone,15,110,77
iphoneography,0,1,1
iphones,0,6,4
iphonesplus,0,1,0
ipittythefoolthatcantkickitoldschool,0,1,0
ipker,0,0,1
ipl,0,1,0
iplay,0,0,2
iplayer,0,1,0
ipo,0,1,0
ipod,27,54,53
ipoop,4,0,1
ippudo,0,0,1
ips,0,0,1
ipswich,0,1,1
ipt,1,0,1
iq,2,1,1
iqaluit,2,1,7
ir,1,0,1
ira,121,19,96
iran,109,36,162
irandeal,1,1,4
irani,1,0,0
iranian,1,0,8
iranians,2,0,0
iranplast,0,0,2
iranresistance,0,1,0
iraq,15,2,10
iraqi,1,1,0
iraqis,1,0,0
iras,0,0,1
irc,0,0,1
ireland,7,35,23
irelandtalksfm,0,0,1
irene,3,8,6
irenejimmy,0,0,1
irenetomorrow,0,1,0
irg,0,1,0
irgc,1,0,0
irie,0,1,0
irieapril,0,1,0
irish,10,19,22
irisheyesaresmil,0,1,0
irishman,0,5,1
irishmen,1,0,0
irishness,0,1,0
irjlznw,0,0,1
irl,0,2,2
irlam,1,0,0
irna,0,1,2
iron,11,127,105
ironic,1,2,4
ironically,4,0,4
ironing,0,1,0
ironmaiden,0,2,3
ironman,2,21,4
ironmanwale,0,1,0
irons,0,0,1
irony,5,2,5
irreemplazable,0,1,0
irregularitie,0,0,1
irregularity,0,0,1
irrelavant,1,0,0
irrelevance,1,0,0
irrelevant,2,1,3
irreparably,1,0,0
irreplacable,0,1,0
irreplaceable,0,1,0
irresistable,0,1,0
irresistible,0,1,0
irrigation,0,0,1
irritate,3,1,0
irritating,1,1,0
irruptive,0,0,4
irs,0,0,1
irsay,0,0,2
irstaxpros,1,0,0
irt,0,0,1
iruka,0,1,0
irv,0,1,0
irving,1,6,3
irwin,0,0,1
isa,0,1,1
isaac,0,3,4
isaacon,0,0,1
isaacsmash,0,3,0
isabel,0,1,0
isabella,0,0,1
isadore,0,0,1
isaia,0,0,1
isaiah,0,1,2
isakson,0,0,1
isall,0,0,1
isang,0,0,1
isat,2,4,3
isatl,0,1,0
isba,0,0,1
isbpl,1,0,0
isc,0,0,1
isco,0,7,8
iscout,0,0,1
isd,0,0,1
iselin,0,0,1
isgaynew,0,0,1
isgtgtgt,0,1,0
ish,1,8,3
ishappy,0,1,0
isheturnedornot,0,1,0
ishh,0,1,0
ishinomaki,0,0,1
ishish,0,0,1
ishouldjustwatchthat,1,0,0
ishrat,1,0,0
isi,3,0,1
isiah,1,0,0
isil,6,0,3
isis,54,5,32
isisampnato,0,0,1
isitok,1,0,2
isk,0,1,7
isl,0,1,0
isla,0,0,1
islam,109,62,145
islamabad,0,3,1
islamampdont,0,0,1
islamhais,0,0,1
islamic,12,3,22
islamicstate,0,0,1
islaminamerica,0,0,1
islamism,0,0,1
islamist,8,2,4
islamistheproblem,1,0,0
islamists,3,0,0
islamo,1,0,0
islamophobia,1,0,0
islamophobic,0,0,1
islamthey,0,0,1
island,5,23,36
islander,0,1,1
islanders,0,0,2
islandlifenyc,0,0,1
islands,0,1,2
isle,0,2,2
isler,0,0,1
isles,0,1,1
isleta,0,1,0
islide,0,1,0
ismailia,0,0,1
isna,0,0,1
isner,1,7,7
isnt,5,1,1
isntall,0,1,0
iso,0,0,1
isocs,0,0,1
isolated,1,0,0
isolation,1,0,0
isolde,0,0,1
isopropanol,0,1,0
israel,108,64,132
israelampindia,1,0,0
israelampit,0,0,1
israeli,8,1,10
israelis,1,1,2
isreal,2,1,0
isrt,0,1,0
iss,4,3,3
issa,1,0,0
issac,0,1,0
issk,0,0,1
issue,56,36,82
issueitskiragu,0,0,1
issuing,0,0,1
ist,0,1,0
istamp,0,1,0
istanbul,0,1,2
istep,1,5,5
istg,0,0,1
isthatpossible,0,1,0
isthe,0,1,0
isthisreallyreal,0,0,1
istilloveeastview,0,1,0
istrategie,0,0,1
isu,0,0,1
ita,0,1,1
italia,0,2,3
italian,2,12,16
italianengagement,0,1,0
italiangp,0,0,1
italianspur,0,0,1
italy,7,41,67
itami,0,0,1
itbeginswithme,0,0,1
itbestgiftx,0,1,0
itch,0,1,0
itchy,0,0,2
ite,1,0,0
item,5,16,17
items,0,0,1
itfc,0,1,0
itgo,0,1,0
ithaca,0,0,1
ithink,0,1,1
ithinkihaveatomcruiserelatedproblem,0,1,0
ithinkimgettingold,0,1,0
ithoughtitwasclever,0,0,1
ithoughtyouhadtobecrazytocometothisparty,0,0,1
itih,0,0,1
itinerary,0,0,1
itinspired,0,0,1
itits,0,0,1
itk,0,0,1
itkanyew,0,1,0
itlaah,0,0,1
itlisa,0,1,0
itll,0,0,1
itlook,0,0,1
itm,1,0,0
itma,0,0,1
itna,0,0,1
itnational,0,0,1
itnot,1,0,0
ito,0,0,3
itoa,0,1,0
itonly,1,0,0
itrefus,1,0,0
itsbeentolong,1,0,0
itscold,0,1,0
itscomplicated,0,1,0
itsgonnabeagoodday,0,0,1
itshowyoufinish,0,1,0
itsm,0,1,0
itsmissusa,1,0,0
itsnoteasy,0,1,0
itsonus,0,1,0
itssks,0,0,1
itssoearly,0,1,0
itsthelittlething,0,1,0
itsyourtime,0,1,0
itt,0,1,4
itth,1,0,0
itthe,0,0,1
ittotallyis,0,1,0
itune,4,4,12
itunes,3,10,7
itv,2,12,5
itvfashion,0,1,0
itvplayer,0,1,0
itweetfeeds,1,2,1
ityakubdebate,1,0,0
itz,1,1,0
iu,2,1,5
iupa,0,1,0
iupati,0,0,1
iupui,0,1,1
iusocc,0,0,1
iv,6,9,7
ivaluemylife,1,0,0
ivan,2,2,5
ivanovic,1,0,2
ive,0,7,0
ivf,1,0,0
ivor,0,1,1
ivory,5,0,6
ivsh,0,1,0
ivy,0,1,4
iwakuma,0,1,0
iwan,0,0,1
iwantaamiparkback,1,0,0
iwantone,1,0,0
iwata,1,1,1
iwatch,0,3,0
iwatchtoomuchtv,0,0,1
iwate,0,0,1
iwd,1,8,2
iwillcry,0,0,1
iwillneverunderstandwhy,1,0,0
iwish,0,1,0
iwishbrodywouldwearone,0,1,0
iwishicouldforget,0,0,2
iwishitwerebetter,0,1,0
iwishtheywouldbringback,0,1,0
iwontbesocial,0,0,1
iws,0,1,0
ix,0,0,1
iycsask,1,0,0
iz,0,1,1
izamoje,0,0,1
izz,0,0,1
izzard,0,1,0
izzle,0,1,0
izzo,0,0,1
izzone,0,2,0
izzy,0,0,2
ja,1,2,1
jaa,1,0,1
jaanbeingsalmankhan,1,0,0
jaao,0,1,0
jaatay,0,0,1
jab,0,0,4
jabba,0,1,1
jabroni,0,0,2
jabs,0,0,1
jace,0,2,0
jacinto,1,0,0
jack,13,51,52
jackal,0,0,1
jackals,0,0,1
jackandjack,0,1,0
jackandjackreal,0,0,1
jackass,2,0,4
jacked,0,1,0
jacket,3,7,5
jackets,0,0,1
jackie,1,7,9
jackin,0,0,2
jacks,0,1,1
jackso,0,1,0
jackson,27,180,101
jacksons,0,1,0
jacksonville,2,3,6
jacku,0,2,0
jacob,5,10,8
jacobson,1,0,0
jacquee,0,0,1
jacqueline,0,0,1
jacques,0,0,2
jacqui,0,2,1
jacuzzi,0,1,0
jade,0,1,1
jaded,1,0,0
jaden,0,1,0
jadeveon,0,0,2
jadine,1,0,0
jadwal,0,0,1
jae,0,1,1
jaehyun,0,1,0
jaengy,0,0,1
jafar,0,1,0
jaffa,1,0,0
jaffereport,1,0,0
jag,1,1,4
jager,0,0,1
jagger,3,5,6
jagielka,0,0,1
jagnation,0,1,0
jagr,0,0,1
jags,0,3,2
jagswag,0,1,0
jaguar,0,1,1
jaguars,0,2,1
jagwearwednesday,0,1,0
jah,0,1,0
jahagir,0,0,1
jahbless,0,1,0
jai,0,1,0
jail,29,3,25
jailamp,1,0,0
jailbait,0,0,1
jailbreak,0,1,2
jailbreaking,0,1,0
jailbroken,0,0,1
jailed,1,0,0
jailhouse,0,1,0
jailpranabmukherjeepmnarendramodi,1,0,0
jains,0,0,1
jaipur,0,1,0
jaish,1,0,0
jaitley,0,0,1
jaja,0,0,1
jak,0,0,1
jakar,1,0,0
jakart,0,0,1
jakarta,0,2,2
jake,0,6,17
jakob,0,1,0
jalan,0,0,1
jalapeno,0,1,0
jalen,0,1,1
jall,2,0,0
jam,11,40,38
jamaica,1,2,3
jamaican,0,0,2
jamaicans,0,0,1
jamal,0,1,0
jamall,0,0,1
jamboree,0,0,1
jame,3,2,3
jameis,1,0,0
james,38,64,87
jamesbb,0,0,1
jamesbond,0,1,0
jamesth,0,1,0
jamestown,0,0,1
jamie,1,1,10
jamiroquai,0,1,0
jammed,0,0,1
jammer,0,1,0
jammie,0,2,0
jammin,0,1,3
jamming,0,0,3
jammingatmydesk,0,1,0
jammu,0,1,0
jammy,0,1,0
jamnight,0,1,0
jamoke,1,0,0
jampj,0,1,0
jamrock,0,2,0
jams,0,1,0
jamz,1,0,0
jan,43,71,98
janaja,0,0,1
janata,4,2,5
jandal,0,0,1
jane,0,6,8
janee,0,0,1
janes,0,0,1
janesville,0,1,0
janet,6,102,35
jangle,0,0,1
janglybeastfest,0,1,0
janice,1,1,2
janick,0,0,1
janie,0,0,1
janine,0,1,0
janis,0,1,0
janitor,0,1,0
jank,0,0,1
jannah,0,2,0
janoskians,0,1,0
janowicz,0,2,0
janta,0,0,1
jantar,1,0,0
january,85,141,268
januaryampher,1,0,0
janzournews,0,0,1
jao,1,0,0
jaoge,0,0,1
jap,0,0,1
japan,6,23,41
japandroids,0,0,1
japanese,1,2,8
japanophile,0,0,1
jar,1,4,0
jara,0,0,1
jared,0,0,5
jargaritas,0,0,1
jaromir,0,0,1
jaron,0,1,0
jarreau,0,1,0
jarred,0,0,1
jarret,0,0,1
jarrett,1,1,1
jarrica,0,1,0
jarring,0,1,0
jarrod,0,0,1
jarryd,0,0,2
jarvey,0,1,0
jarvis,1,0,0
jas,0,0,1
jasmine,0,3,4
jason,20,149,177
jasonaldean,0,2,0
jasonaldeantoday,0,2,0
jasonmorgan,1,0,0
jasonwu,0,0,1
jasper,0,1,0
jaswant,0,0,2
jauh,0,1,0
jaune,1,12,5
java,3,6,8
javadd,0,0,2
javedhashmi,1,0,0
javi,0,1,0
javid,0,0,1
javier,0,1,2
jaw,3,1,2
jawaharlal,0,0,1
jawn,0,1,2
jaworski,1,4,2
jaws,0,0,2
jaxvsnyg,0,1,0
jaxx,0,0,1
jay,14,86,67
jaya,0,0,1
jayalalithaa,7,1,7
jaye,0,0,1
jayega,1,0,0
jayen,0,1,0
jayisourqb,1,0,0
jaylon,1,0,0
jayron,1,0,0
jays,4,41,45
jayz,0,1,1
jayzthat,0,1,0
jaz,0,1,0
jazmin,0,0,1
jazon,0,0,1
jazz,1,16,20
jazzed,0,2,1
jazzercise,0,0,1
jazzstandardnyc,0,0,1
jb,1,5,5
jba,0,1,0
jbb,0,0,1
jbid,0,0,1
jbiebs,0,1,0
jbl,0,1,0
jbmeetdanica,0,2,0
jbofficial,0,0,1
jboogie,0,0,1
jbr,0,0,1
jbsa,0,1,0
jc,2,1,7
jca,0,0,1
jcarterwbtvcom,0,1,0
jcb,0,0,1
jcbe,0,1,0
jcc,0,0,3
jchs,0,1,0
jci,0,1,0
jclabb,0,0,1
jcm,0,2,1
jco,0,0,1
jcole,2,13,7
jcoleofficial,0,1,0
jcoles,0,0,1
jd,1,2,1
jdkkflf,0,0,1
jdogwouldnt,0,1,0
je,0,9,2
jeal,0,1,0
jealous,17,9,8
jealousy,1,1,0
jean,5,16,17
jeanette,0,1,0
jeanine,0,1,0
jeans,0,0,1
jeb,53,9,69
jeddah,0,0,1
jedi,0,2,0
jedward,0,1,2
jee,0,1,0
jeebie,0,1,0
jeep,0,0,1
jeer,2,0,0
jeering,1,0,0
jeetkadum,0,1,0
jeevan,1,0,0
jeeyyzus,0,0,1
jeez,1,1,0
jeezus,0,1,0
jeezy,0,2,2
jefe,0,0,1
jeff,9,20,23
jeffbro,0,0,1
jefferson,6,3,2
jeffersonville,0,1,0
jeffery,1,1,0
jeffrey,1,0,0
jekyll,0,0,1
jekyllnhydetour,0,1,0
jel,0,1,0
jello,1,0,1
jelly,1,0,2
jellybean,0,0,1
jemima,0,1,0
jemma,0,0,1
jen,0,5,2
jenelle,4,2,3
jenga,0,1,0
jenin,0,1,0
jenk,1,0,0
jenkins,0,2,2
jenks,0,0,1
jenn,0,2,2
jenna,0,1,3
jenner,86,24,127
jennette,1,9,0
jenni,2,1,0
jennifer,5,18,37
jenniferjjacobs,0,0,1
jennings,0,3,6
jennison,0,1,0
jenny,0,0,1
jennypricemcnelliescom,0,0,1
jenson,1,1,2
jeonghan,0,1,0
jeopardise,1,0,0
jeopardy,3,1,3
jephthah,0,0,1
jepsen,0,0,1
jerebko,0,0,1
jeremiah,0,0,1
jeremih,0,0,1
jeremy,12,13,23
jeremycorbyn,1,0,0
jeremyleader,1,1,0
jeremyrennerseye,0,0,1
jericho,1,3,11
jerk,8,3,1
jerm,0,0,1
jermain,0,0,1
jermaine,0,1,0
jerome,0,0,1
jerred,0,1,0
jerricho,0,1,4
jerries,0,1,0
jerrilyn,0,0,1
jerry,2,12,11
jerrys,0,1,0
jersey,9,40,38
jerseys,0,2,1
jerseyshore,0,1,0
jerusalem,4,4,10
jerusalemtc,0,0,1
jerzday,0,1,0
jerzy,0,1,0
jesiah,0,0,1
jess,1,3,2
jesse,0,3,4
jessenia,0,0,1
jessica,5,13,17
jessicajones,1,1,0
jessie,0,4,2
jester,1,0,0
jesuit,0,1,1
jesuits,0,1,0
jesus,6,33,31
jet,6,23,31
jetaun,0,0,1
jeter,0,1,1
jethmalani,0,0,1
jethro,1,0,0
jets,1,13,11
jetsapp,0,1,0
jetsinsider,0,1,0
jetsnation,0,1,0
jett,1,6,5
jetta,0,0,1
jew,4,0,0
jewel,0,0,1
jeweler,0,0,1
jewelry,0,4,4
jewels,0,0,1
jewish,4,2,11
jewry,0,1,0
jews,15,9,21
jewsamp,1,0,0
jey,0,0,1
jez,1,1,0
jezebel,0,0,1
jezwecan,2,0,0
jfaa,0,0,1
jfc,1,0,0
jfdlsajfdsad,0,1,0
jfk,1,1,3
jfkmt,0,1,0
jft,0,0,1
jg,1,0,3
jgh,0,1,0
jgl,0,1,0
jgut,0,1,0
jharkhand,1,0,0
jhb,0,0,1
jhene,0,1,0
jhill,0,0,1
jhoan,0,0,1
jhonny,0,0,1
jhub,1,0,0
ji,0,0,4
jibbi,0,0,1
jidenna,0,0,1
jiffy,0,0,1
jiffylubelive,0,0,1
jigsaw,1,1,0
jihad,2,0,2
jihadi,0,0,2
jihadist,1,0,1
jihadists,1,0,0
jii,1,0,0
jill,1,2,3
jillian,1,0,1
jim,5,17,45
jimando,0,1,0
jimbohannonshow,0,0,1
jimi,0,0,1
jimin,0,0,1
jimmie,0,1,2
jimmy,9,49,30
jimmyfallon,1,0,0
jimmykimmel,0,0,1
jims,0,0,1
jin,0,1,0
jindal,41,15,61
jingle,0,1,1
jinja,0,0,1
jinky,0,1,0
jinni,0,1,0
jinp,0,0,1
jinx,0,1,0
jiraiya,0,1,1
jit,0,0,1
jitsu,0,0,1
jitta,0,0,1
jitter,0,0,1
jiujitsu,3,11,6
jiva,0,0,2
jivatma,0,0,5
jiyeon,0,1,0
jiyuugaoka,0,1,0
jizya,0,0,2
jizz,0,0,1
jj,1,5,1
jjang,0,1,0
jjong,0,0,1
jjv,0,0,1
jk,1,8,6
jkd,0,0,1
jkl,0,0,1
jklasdfg,0,1,0
jks,0,0,1
jksimmon,0,1,0
jkt,0,0,1
jl,0,0,1
jla,0,0,1
jlaw,1,0,1
jlin,2,4,4
jlo,0,0,3
jlotimes,0,0,1
jls,1,0,1
jlt,0,1,0
jm,0,2,1
jmac,0,0,1
jmc,0,1,0
jmhsports,0,0,1
jmu,0,0,1
jmwe,0,0,1
jn,0,0,1
jnf,0,0,1
jnr,0,1,0
jo,1,4,5
joabyxnx,0,1,0
joakim,0,1,0
joan,0,3,2
joaquim,0,1,0
job,39,94,86
jobe,0,2,0
jobless,0,0,1
jobro,0,1,0
jobs,9,8,11
joc,0,0,2
jocelyn,0,1,0
jochel,0,1,0
jock,0,0,1
jockey,0,0,3
joco,0,1,0
jod,0,1,0
jodhi,0,1,0
joe,35,57,112
joebiden,1,0,0
joel,2,3,7
joes,0,0,1
joey,0,6,5
jog,1,2,1
jogon,1,0,0
johal,0,0,1
johan,0,1,0
johanna,0,0,1
johansen,0,0,1
john,81,225,419
johncena,1,3,3
johncenajonhcenacenacenace,0,0,1
johncenavssethrolln,0,0,1
johnflemingblog,0,0,1
johngtlw,1,0,0
johnharris,1,0,0
johnisner,0,1,0
johnkerry,2,0,0
johnllyod,0,0,1
johnmayer,0,1,0
johnn,1,0,0
johnny,7,5,10
johns,0,1,2
johnson,36,86,211
johnston,0,0,1
johnstown,0,0,1
joi,0,1,0
join,23,207,206
joinin,0,0,1
joinn,0,1,0
joins,0,1,1
joint,1,11,18
jointhetribe,0,1,0
jointheuprise,0,1,0
joke,43,38,48
jokeanyone,1,0,0
jokehave,1,0,0
joker,1,2,6
jokers,0,0,1
jokes,1,0,0
joleon,0,0,1
jolie,1,0,0
jolla,0,0,1
jolly,0,4,0
jolt,1,0,1
jom,0,0,2
jon,9,16,32
jona,0,1,0
jonah,0,1,2
jonas,1,8,3
jonathan,4,24,24
jonathon,0,0,1
jone,1,0,1
jones,4,13,29
jonghyun,1,5,3
jonginampsoojung,0,1,0
jonn,0,0,1
jonny,0,0,1
jonronson,0,0,1
jonrowe,0,0,1
jons,0,0,1
jonshon,0,0,1
jonstewartcena,0,0,1
jony,0,0,1
jonya,0,0,1
jools,1,0,0
joon,0,0,1
joongki,3,3,3
jooy,0,1,0
joplin,0,1,0
jor,0,1,0
jorah,0,1,0
jordan,13,24,50
jordi,0,0,1
jordon,0,0,1
jordy,1,1,1
jordysloan,0,0,1
jorge,1,0,1
jorit,0,0,1
jornada,0,0,2
jortstank,0,0,1
jos,1,0,1
jose,7,27,28
josef,0,0,2
joseph,11,11,23
josh,8,50,102
joshs,0,1,0
joshua,0,1,1
josiah,0,1,0
joss,0,0,1
josua,0,0,1
jot,0,0,1
jotaro,0,0,1
jotunheim,0,0,1
jounin,0,0,1
journal,1,4,7
journalis,0,0,1
journalism,3,0,5
journalist,3,1,8
journalists,0,0,1
journals,0,0,1
journey,3,16,22
journeyman,0,0,1
journo,1,0,1
journolist,0,1,0
journos,0,0,1
joust,0,0,1
jouvert,2,4,3
jov,0,0,1
joventut,0,1,0
jovi,1,5,7
joy,1,15,18
joyce,0,2,1
joyful,0,3,2
joyner,0,0,1
joytrumpkardashiansbullshit,1,0,0
jozy,0,0,1
jp,0,4,2
jpc,1,0,0
jpmorgan,1,0,5
jpp,0,1,1
jr,12,24,43
jre,0,0,1
jregarde,0,0,1
jreynoldsmp,0,0,1
jrich,0,0,1
jrnsm,1,0,0
jrue,0,0,1
js,0,1,3
jscarborough,1,0,0
jserra,0,0,1
jshore,0,0,1
jsonline,0,0,1
jsp,1,0,0
jspace,0,0,1
jst,1,3,4
jsu,0,2,0
jsyk,0,1,0
jt,0,3,2
jthrone,0,1,0
jtsoutherland,0,0,1
ju,1,4,2
juan,2,0,4
juaquin,0,0,1
juarez,0,0,1
juat,0,1,1
juban,1,0,0
jubeir,0,0,2
jubilee,0,0,1
jubiliant,0,1,0
jud,0,0,1
judaism,3,0,2
judas,0,6,5
judd,0,1,0
juddmonte,0,1,0
jude,1,0,4
judea,1,0,0
judeo,0,0,1
judge,15,17,48
judgement,3,0,4
judgemental,1,0,0
judges,0,0,1
judgeus,0,0,1
judgment,0,0,2
judicial,1,0,2
judiciary,1,0,4
judo,0,2,1
judoka,0,1,0
judy,0,3,0
juef,0,1,0
jueves,0,1,0
jug,0,2,3
juge,0,1,0
juggalo,0,0,1
juggernaut,0,0,2
juggle,1,0,2
juice,1,26,9
juiced,0,0,1
juiceplus,0,1,0
juicy,0,4,0
juke,0,1,0
jukebox,0,0,1
jukes,0,1,0
jukin,0,0,1
jul,4,1,11
jules,0,1,0
julia,2,1,3
julian,0,1,7
julie,1,22,7
juliet,0,2,1
julio,0,0,1
julius,1,0,0
julush,0,0,1
july,61,250,271
julyfestival,0,1,0
jumanji,0,0,1
jumbo,0,0,3
jumbotron,0,2,0
jumby,0,0,1
jumma,1,3,0
jummah,0,1,0
jummamubarak,0,1,1
jump,12,24,36
jumpcityvol,0,0,1
jumpd,1,0,0
jumpedin,0,0,1
jumpee,0,1,0
jumper,0,2,2
jumpingoffbridge,0,1,0
jumpoff,0,0,1
jumpstart,0,0,1
jumpy,0,0,1
jumuah,0,3,0
jumuahreminder,0,1,0
jun,4,16,25
juncker,0,0,2
junction,0,0,2
juncture,0,0,1
june,31,96,131
jung,0,0,1
junge,0,1,1
jungers,0,0,1
jungfraujoch,1,0,0
jungkook,0,0,1
jungle,1,9,11
jungleworms,0,0,1
junglist,0,0,1
junhyung,0,0,1
junichi,0,0,1
juninho,0,0,1
junior,3,12,16
juniorfc,0,0,1
juniors,0,4,5
junk,2,1,2
junkie,0,2,1
junkies,0,0,1
junkthecybercrimelaw,0,1,0
junoon,0,0,1
junsu,0,0,1
junta,0,0,1
jupiter,3,5,12
jupp,1,0,0
jurassic,15,165,35
jurassicpark,0,1,0
jurassicworld,0,1,0
jurgen,0,1,0
juri,0,1,0
jurisdiction,0,0,1
jurist,0,0,1
juror,0,0,1
jurrel,0,1,0
jurupa,0,1,0
jury,1,1,8
juryhouse,0,1,0
jurys,0,4,5
jus,2,1,2
jusr,1,0,0
just,846,1684,1767
justa,0,1,0
justaguess,0,1,0
justasec,0,1,0
justathought,0,0,1
justbecause,0,0,1
justdoit,0,0,1
justgirlything,0,1,0
justice,17,19,25
justiceforjohnsonbacker,0,0,1
justiceformj,0,0,1
justicetony,1,0,0
justification,0,0,1
justified,2,5,3
justify,6,0,2
justin,59,192,175
justinbieber,0,3,1
justinbieberticket,0,0,1
justindoafollowspree,0,1,0
justine,0,1,0
justino,1,0,0
justkidd,0,3,0
justnotu,0,0,1
justsay,2,3,0
justsayin,1,0,2
justsaying,2,0,0
justshar,0,1,0
justt,0,0,1
justuce,1,0,0
justwonder,0,0,1
jutsu,0,0,3
juug,0,1,0
juve,2,3,16
juvederm,0,2,0
juvenews,0,0,1
juvenile,0,0,1
juvenilefiction,0,1,0
juventus,14,37,67
jv,0,0,2
jvm,0,0,1
jvupdat,0,0,1
jw,0,2,0
jyj,0,0,1
jynx,1,0,0
ka,2,2,6
kaaba,0,1,0
kaalaadhan,1,0,0
kaash,1,0,0
kaayo,0,1,0
kaba,0,1,0
kabhi,0,1,0
kabiru,0,0,1
kable,0,0,1
kabob,0,1,0
kaboom,0,1,0
